9684	14285
11419	23652
4048	10878
7939	24853
13899	20907
11366	16877
385	1162
15333	20847
20994	30944
12778	13932
19111	22866
17384	25085
20600	20898
19000	25558
9936	28756
24840	30940
21753	29681
8326	20414
12978	19937
6624	27530
22929	27332
1487	26084
12435	25198
16570	20718
2750	9743
3670	7384
3644	3890
6510	20427
5281	15574
13835	28202
11833	25488
3863	12777
13111	28535
2938	25416
3037	30300
8912	20970
12568	21957
1162	20210
17152	18958
3230	30668
8236	29220
6714	8455
8080	29916
22357	24115
28840	29735
4794	9812
1992	9211
1912	28103
1415	14168
804	13451
8304	28667
13908	24845
24845	26661
14287	25218
16172	16622
14912	29162
8618	14814
19957	29246
380	22377
7423	16692
6534	24726
14131	16019
9747	20712
11818	19111
24810	29162
12361	27583
14684	16947
362	1732
13290	18877
8664	9610
10037	28757
6104	20970
6329	19756
4893	14269
2890	17269
10938	16697
6420	22033
2736	3377
1670	18113
11367	14752
10683	28642
5350	17636
9975	19263
19123	20008
1249	22866
21136	22563
1950	30617
6970	23847
15318	19111
5281	13967
22032	24425
14104	21648
9907	22618
15193	30746
8110	12848
7064	24307
22676	24176
16666	23639
3361	14513
159	11786
5433	6182
8326	12204
4880	5526
1052	14639
11181	12232
2943	29041
8674	19674
10142	14947
1008	25656
25331	26068
11745	27792
865	10205
20156	24638
4918	17725
10850	27946
10987	30134
6470	17479
10786	23344
11117	23479
18110	29743
3653	13034
27367	27599
14103	24758
25558	26799
9524	12890
11710	24435
10878	10878
11328	24845
24007	25387
7634	14312
6635	8115
21470	22746
18995	23144
5091	18113
9524	22738
7631	30076
14483	25457
2490	3940
9172	11020
1095	5000
4524	25085
1704	28282
18521	24845
11419	31042
7573	22830
8306	12472
1057	24456
1875	14908
4268	19916
3321	14418
2806	25376
16082	28069
4359	8400
10950	18998
9958	22069
16937	28642
22563	25416
1709	24508
8236	13972
14194	21249
155	6281
12874	19123
14603	24860
59	7712
3532	25331
4220	4355
26152	30746
12057	20644
159	14087
23654	23654
3326	16765
24425	28453
11504	24937
3890	14447
15027	23502
3536	29472
159	2781
3306	14466
15574	24927
3504	13294
9812	15918
6153	19111
7712	15573
8177	21340
3216	24652
6406	6510
2508	25020
26324	30042
3940	27841
2736	13750
8080	29917
6670	11419
21880	24779
4264	6653
14620	27307
11089	14145
9218	19375
25720	30269
4954	8872
12361	12898
13283	18258
22013	22367
6928	30026
25210	25350
6105	25398
2147	19097
15361	29397
8872	10666
22750	28260
9755	14466
2992	9417
19874	22618
12655	19345
20125	27534
12520	24997
4034	6781
1362	20210
6316	14912
18042	25107
4194	28389
2938	27037
5000	28840
11367	30544
14886	20941
21470	24342
8349	16570
8730	12162
20779	30962
9680	21128
21654	25000
14917	17186
4273	5183
11366	11366
7634	28683
9962	14556
5075	10815
10994	17938
1	8691
1249	6235
1685	29989
16871	19464
9560	30872
7983	8489
13019	25293
7384	13835
9796	16172
16963	29811
1859	22030
18549	24307
23114	25000
13696	14886
1249	9603
424	24456
8333	11366
15027	20898
6603	18258
23657	25198
6	30666
21737	23446
14476	14947
14712	29656
8313	24726
2624	28202
385	17202
8237	8326
6316	27037
6329	30151
8653	19674
22428	24909
20900	24564
14329	23138
20003	25387
14428	19727
3093	4570
14145	19240
283	18958
10158	12027
2335	6510
21053	25475
6213	11448
13822	29342
14418	21987
3670	3837
16380	24845
3638	14312
6329	21370
4220	31013
14339	29575
26324	29970
3842	11419
8036	9781
3810	20207
19711	21133
4222	11710
15237	15301
11581	30782
26384	28114
4392	21470
1943	17380
22767	24302
9925	15695
23743	24302
8274	29875
19887	26633
3442	25923
15410	16580
2112	25757
19847	23743
14949	19887
25387	25919
13521	28549
22560	25617
8236	30967
19887	20153
3554	22576
1778	9925
2993	15766
3940	9612
7938	18014
3549	12361
10624	23654
15337	25387
3094	7885
18042	28103
22687	28978
3177	8400
13283	26564
12797	29457
5350	13503
28136	30871
22230	26633
19273	21336
6470	16078
12746	25172
7145	8912
8730	24029
6801	22264
16697	17999
20659	29681
17551	30135
27713	30981
2371	4200
22877	28978
7746	24520
1685	24324
25107	29805
7903	9527
1487	6608
4222	17751
21470	29623
19887	21248
15360	20402
19345	21192
20900	21648
7573	22368
11477	25398
10294	23294
7240	9936
9221	19674
3216	3712
14361	29464
11419	11838
7817	21799
2173	3987
9812	19226
2508	25932
8587	27841
16387	30321
9812	15126
7989	23484
3037	8557
25107	30151
17139	28642
10037	22833
10256	11991
27446	28523
12443	26012
15158	22375
22929	30964
14319	26652
1899	26626
19110	20387
21040	28915
11030	17437
22581	23502
14796	22230
14662	27865
1442	24000
3168	23942
24092	25455
2490	24476
3642	20343
3554	15626
4628	9073
9812	15903
12514	17028
1838	14712
14733	22089
3232	14787
3406	16180
15926	23144
254	13822
6315	13766
19962	29246
4371	14908
13835	25262
15361	30951
6213	26652
20436	29633
17158	21168
20156	20563
12361	27778
29668	31055
4222	16874
7460	18981
4659	10385
22830	27348
5317	8115
28705	30242
9747	26438
8996	21016
3687	20907
9781	23555
29557	30377
1778	8691
4273	28338
1585	11419
146	10104
1950	25106
1704	22158
6937	19137
8215	8872
2197	2992
3530	13144
6281	22460
1487	4449
20600	25308
14839	19364
5317	10878
6568	7903
3638	11664
21039	24092
3517	14886
4810	13478
3987	27848
6624	13066
18202	19380
159	9717
1732	13601
4117	7712
4582	16460
11696	27010
12203	28343
6213	20898
4584	7580
24631	30425
385	27531
4893	20779
12152	24997
19468	26564
11916	21016
3638	23093
1711	11366
9717	20781
2736	21126
13757	20258
14378	22929
21249	25457
16029	16082
5914	13061
18280	23502
16167	25415
3501	7653
8872	16268
7787	19736
6590	13283
20282	28406
10133	14733
25501	28422
1249	5584
14908	30134
19215	30795
1823	8873
597	6433
6910	25923
454	4324
3784	13084
4139	27126
12941	25198
5350	26210
9337	17267
8326	8806
3405	12363
4828	18195
11419	15060
22943	29575
3416	5000
6232	12954
13083	22713
5790	24671
6914	30940
12650	17277
18014	27352
20810	28409
3310	27451
5157	8388
11419	20993
5476	20842
7704	12373
15565	27196
385	18696
3262	16570
22438	25198
12271	19771
113	27285
24520	25192
6420	13685
17278	30836
22033	30617
6871	20480
20020	30668
3987	5765
18905	19004
17938	24985
5729	8309
7546	25107
9936	10004
2907	30658
6510	13521
2365	26381
8912	12688
2806	13649
13034	28433
5738	11366
8708	12746
7627	8029
4810	14287
14684	14875
13696	24520
19245	21579
8236	21053
804	804
3527	11419
26649	28035
10205	17158
1487	12828
13198	20720
11154	20156
2766	21799
15263	21571
21251	25935
18178	27126
12882	30649
16147	30321
10304	15078
3940	28757
5699	6281
10037	27213
1097	24834
3504	23301
14520	27145
28923	30461
3719	25070
12311	22030
28035	29966
8872	22953
13973	23174
12000	30652
24833	28667
14774	24302
3699	14947
21830	24845
14787	26764
15027	24726
3445	19700
5790	5929
418	3513
14941	24077
14908	14908
6104	19036
17859	21011
1498	29848
3781	24451
6329	13198
11089	23719
9524	28931
330	11419
11419	13104
17938	25308
12090	25567
2490	7511
3782	22597
2907	17140
6	26359
4822	4885
16259	18663
8413	29033
14512	24788
21515	22069
804	27614
10798	18958
5281	29168
8618	30440
3311	8996
54	29508
16622	27037
24733	24899
3177	10294
22830	26858
2527	8798
1583	22627
12947	16944
8912	16078
7848	28887
10688	11838
2992	8683
2571	4659
18877	27699
3474	6824
3784	3784
3937	3937
21016	29917
9524	27953
9524	22898
11418	30962
26633	26634
1032	30571
2400	20125
11321	14609
24324	30875
9854	12778
3310	24690
4273	22963
2907	20415
20574	28260
7170	23891
3566	25324
3361	9936
11117	28963
19097	19464
23138	30836
14329	19375
2396	24134
1583	16430
12777	18895
11181	22046
6167	12514
11658	23891
11089	27946
597	17865
8096	19263
7704	23817
3653	14200
597	1077
10184	10184
18981	24638
8080	22290
5497	25512
5693	30871
29903	29903
3670	24997
9781	31016
19263	30829
9524	12144
1790	3501
548	24758
1657	27486
1943	3190
30944	30967
4659	14765
7884	30782
1012	11838
418	3940
19639	29404
5493	13008
12335	24456
29472	29472
12695	18693
4220	27030
8333	29633
2365	5739
20156	22593
6329	22346
1211	4273
2781	19887
17269	30836
6603	26564
9936	19765
11238	14161
16463	23138
3268	9524
15237	29769
29162	29481
29404	29781
18614	29575
14504	19395
10611	30962
1427	5127
159	4893
7805	26106
10930	22578
22432	27422
7746	24544
9717	15686
2992	7332
18280	22000
444	11071
6213	22563
12733	22977
5475	12184
6135	24302
23847	27772
4412	27493
1195	11366
20898	28263
23906	30782
19338	23064
12746	14406
13702	25085
15231	15231
9968	22563
159	14958
669	9903
16167	24726
9499	18223
19010	29335
11933	12361
7631	10950
11181	28205
22030	30876
3544	14216
7423	18359
28893	30944
24349	30182
20651	24302
10562	19887
23793	28035
3326	26074
22992	29575
3940	10369
3816	13034
13034	22735
14332	21249
21428	27599
21056	26762
8080	23922
2400	5516
10878	15508
283	28549
54	16019
1912	23344
11419	13218
10562	29860
18983	23477
19398	23845
4273	5815
9747	31027
4200	16120
14538	18306
14282	20210
7901	10878
1732	4885
22013	22348
14512	20027
19908	24674
6213	30321
5861	28909
3820	6286
1583	7404
18598	28642
5919	19111
5790	22420
3216	23004
21214	28501
9374	29557
3638	21053
12733	12951
21822	28035
9925	22877
159	9680
14886	24551
3372	3503
3193	19263
7413	12114
1457	23845
23931	26122
3590	11419
30269	30866
11681	19286
8736	13973
1197	25944
14892	28642
8236	27934
336	385
11117	23580
6818	10878
13478	25963
341	7823
20970	26433
3782	7003
14947	24446
7553	20946
12269	19521
9925	30242
4273	24139
4659	22750
10034	11419
8996	21880
2719	9978
14339	29557
5785	30746
2893	6974
19477	26030
9747	23991
5288	30571
7818	8918
25455	27870
24520	28202
22862	24853
15857	16174
14418	18895
6102	27792
15333	27061
21646	25308
2938	14609
12180	21428
12733	18783
16029	27352
10146	17479
5526	12658
8348	20905
5342	7903
2992	6914
5000	27940
18014	30134
10585	30005
1943	17923
3000	24853
9958	12514
24029	29026
17384	24072
7130	23064
9962	17114
21648	27444
1977	20156
11030	23375
3477	20878
15427	25413
21753	22833
8970	20210
14875	21753
24033	24726
20089	26012
19162	21930
24217	24855
19345	19887
362	5573
7989	27534
15623	20210
414	22264
3194	3749
22445	22687
13034	19094
3474	13144
11154	23639
3517	6534
4659	23743
27699	28167
6329	25013
6824	14572
1778	6316
11991	19097
8177	18328
3326	18656
7239	21016
11933	13540
17416	20991
3638	9925
25085	30269
3261	3261
19190	19707
5961	20600
12862	14512
25957	29769
7384	29821
2624	25000
25266	27124
561	24072
8326	21170
3728	21483
12239	28343
29575	30377
23359	30181
5516	9524
3890	27389
2	20833
34	8400
6569	26562
964	14947
2890	20618
3168	20600
76	14917
14937	26373
9747	18315
23478	28035
15697	20692
1899	12514
12947	23446
21249	25198
8639	16697
1611	8662
4584	16259
4200	8082
1657	15574
5029	25107
7423	12113
9812	26113
1012	18110
24072	26944
5350	22605
14739	14910
14283	22467
4810	11945
159	14750
3811	21880
17938	19110
3306	21016
25610	27493
11994	27352
9925	22365
23654	23820
15296	20451
9275	23093
12777	14558
5111	16823
14512	16264
7637	12403
44	9524
25261	27126
26373	29799
8618	8697
18170	19874
7712	27534
22080	30836
2736	28849
23359	30594
12018	19692
12431	23403
7989	28121
9025	23144
14276	23142
7384	15991
14639	21061
11287	24092
5646	19123
3552	12162
2781	23891
3810	8237
9524	14702
3497	14400
17040	21947
21776	26973
17676	24307
3968	9936
4125	10677
3037	11609
8115	19182
21301	21950
10037	29681
14257	23359
4200	29738
2525	15360
9903	23117
7363	15459
16082	27037
1249	18809
14216	14520
6714	22037
7408	22750
9185	28343
3466	9172
8130	22265
20042	22578
4582	4907
15982	21592
12443	29510
15049	29372
9781	23602
6871	19036
6559	28035
8918	26908
18065	28642
3753	3753
2400	14082
21249	25551
3108	27486
24638	25475
13822	27526
8236	17551
12516	30529
7653	29875
5006	26391
385	1502
13111	14312
8115	18950
3464	28667
19190	29209
9691	30788
25275	30711
15928	16618
3353	8080
12910	27010
12263	21320
13083	23154
14276	27563
14825	30887
623	9781
20898	21505
8743	9091
2735	18280
8115	12240
4275	9903
8743	30971
6316	9925
6624	30915
23161	27043
12650	17859
6871	29970
6494	7495
18958	26779
17803	25413
3987	9747
362	9464
4034	13952
2898	14787
3517	13791
7810	20221
22264	27864
10585	22618
4297	12951
14885	23942
3642	16871
13562	17755
83	30591
76	7460
3327	20878
14788	21053
7384	29026
15045	27715
5433	29149
20027	22618
15995	23567
23839	29903
18257	18958
12363	26838
7989	27490
3784	21648
76	26652
8236	28836
23375	28757
13280	29168
26010	27486
15854	16697
9298	22280
83	25645
24937	25362
2992	22113
5281	6425
13253	20153
8470	13280
3667	20495
7202	24845
3	16622
15729	20816
9352	11117
27444	27486
7717	13063
8236	23906
8236	29860
14418	29916
16387	16580
1775	2907
12644	16697
2993	3552
3326	4614
21530	25198
27360	27838
597	1013
2487	9781
19345	24997
20343	28460
7857	12805
4413	28642
6697	12058
8724	13835
16819	25675
4659	19735
22280	23891
5106	20210
5433	18443
19715	27486
6329	28374
14071	25198
9524	28339
9871	9903
83	27486
19210	27332
12139	25089
12303	21579
23777	27337
597	8919
